token,label
language,B
and,O
the,O
inter,B
-,I
language,I
relations,I
among,O
the,O
words,B
between,O
different,O
languages,O
are,O
properly,O
represented,O
.,O
With,O
the,O
words,B
in,O
the,O
English,O
sentiment,B
lexicon,I
as,O
seeds,B
",",O
we,O
propose,O
a,O
bilingual,B
word,I
graph,I
label,I
propagation,B
approach,I
to,O
induce,O
sentiment,B
polarities,I
of,O
the,O
unlabeled,B
words,I
in,O
the,O
target,B
language,I
.,O
Particularly,O
",",O
we,O
show,O
that,O
both,O
synonym,B
and,O
antonym,B
word,I
relations,I
can,O
be,O
used,O
to,O
build,O
the,O
intra,B
-,I
language,I
relation,I
",",O
and,O
that,O
the,O
word,B
alignment,I
information,I
derived,B
from,O
bilingual,B
parallel,I
sentences,I
can,O
be,O
effectively,O
leveraged,O
to,O
build,O
the,O
inter,B
-,I
language,I
relation,I
.,O
The,O
evaluation,B
of,O
Chinese,O
sentiment,B
lexicon,I
learning,I
shows,O
that,O
the,O
proposed,O
approach,O
outperforms,O
existing,O
approaches,O
in,O
both,O
precision,B
and,O
recall,B
.,O
Experiments,O
conducted,O
on,O
the,O
NTCIR,B
data,I
set,I
further,O
demonstrate,O
the,O
effectiveness,O
of,O
the,O
learned,B
sentiment,I
lexicon,I
in,O
sentence,B
-,I
level,I
sentiment,I
classification,I
.,O
In,O
parsing,B
with,O
Tree,B
Adjoining,I
Grammar,I
(,O
TAG,B
),O
",",O
independent,B
derivations,I
have,O
been,O
shown,O
by,O
Schabes,O
and,O
Shieber,O
(,O
1994,O
),O
to,O
be,O
essential,O
for,O
correctly,O
supporting,O
syntactic,B
analysis,I
",",O
semantic,B
interpretation,I
",",O
and,O
statistical,B
language,I
modeling,I
.,O
However,O
",",O
the,O
parsing,B
algorithm,I
they,O
propose,O
is,O
not,O
directly,O
applicable,O
to,O
Feature,B
-,I
Based,I
TAGs,I
(,O
FB,B
-,I
TAG,I
),O
.,O
We,O
provide,O
a,O
recognition,B
algorithm,I
for,O
FB,B
-,I
TAG,I
that,O
supports,O
both,O
dependent,B
and,O
independent,B
derivations,I
.,O
The,O
resulting,O
algorithm,B
combines,O
the,O
benefits,O
of,O
independent,B
derivations,I
with,O
those,O
of,O
Feature,B
-,I
Based,I
grammars,I
.,O
In,O
particular,O
",",O
we,O
show,O
that,O
it,O
accounts,O
for,O
a,O
range,O
of,O
interactions,O
between,O
dependent,B
vs.,O
independent,B
derivation,I
on,O
the,O
one,O
hand,O
",",O
and,O
syntactic,B
constraints,I
",",O
linear,B
ordering,I
",",O
and,O
scopal,B
vs.,O
nonscopal,B
semantic,I
dependencies,I
on,O
the,O
other,O
hand,O
.,O
Modeling,B
compositional,I
meaning,O
for,O
sentences,B
using,O
empirical,B
distributional,I
methods,I
has,O
been,O
a,O
challenge,O
for,O
computational,B
linguists,I
.,O
The,O
categorical,B
model,I
of,O
Clark,O
",",O
Coecke,O
",",O
and,O
Sadrzadeh,O
(,O
2008,O
),O
and,O
Coecke,O
",",O
Sadrzadeh,O
",",O
and,O
Clark,O
(,O
2010,O
),O
provides,O
a,O
solution,O
by,O
unifying,O
a,O
categorial,B
grammar,I
and,O
a,O
distributional,B
model,I
of,O
meaning,O
.,O
It,O
takes,O
into,O
account,O
syntactic,B
relations,I
during,O
semantic,B
vector,I
composition,I
operations,I
.,O
But,O
the,O
setting,O
is,O
abstract,O
:,O
It,O
has,O
not,O
been,O
evaluated,O
on,O
empirical,B
data,I
and,O
applied,O
to,O
any,O
language,B
tasks,I
.,O
We,O
generate,O
concrete,O
models,B
for,O
this,O
setting,O
by,O
developing,O
algorithms,O
to,O
construct,O
tensors,B
and,O
linear,B
maps,I
and,O
instantiate,O
the,O
abstract,B
parameters,I
using,O
empirical,B
data,I
.,O
We,O
then,O
evaluate,O
our,O
concrete,O
models,B
against,O
several,O
experiments,O
",",O
both,O
existing,O
and,O
new,O
",",O
based,O
on,O
measuring,O
how,O
well,O
models,B
align,O
with,O
human,O
judgments,O
in,O
a,O
paraphrase,B
detection,I
task,I
.,O
Our,O
results,O
show,O
the,O
implementation,O
of,O
this,O
general,O
abstract,O
framework,O
to,O
perform,O
on,O
par,O
with,O
or,O
outperform,O
other,O
leading,O
models,B
in,O
these,O
experiments,O
.,O
In,O
this,O
article,O
",",O
we,O
present,O
a,O
novel,O
machine,B
translation,I
model,I
",",O
the,O
Operation,B
Sequence,I
Model,I
(,O
OSM,B
),O
",",O
which,O
combines,O
the,O
benefits,O
of,O
phrase,B
-,O
based,O
and,O
N,B
-,I
gram,I
-,O
based,O
statistical,B
machine,I
translation,I
(,O
SMT,B
),O
and,O
remedies,O
their,O
drawbacks,O
.,O
The,O
model,O
represents,O
the,O
translation,B
process,I
as,O
a,O
linear,B
sequence,I
of,O
operations,O
.,O
The,O
sequence,B
includes,O
not,O
only,O
translation,B
operations,I
but,O
also,O
reordering,B
operations,I
.,O
As,O
in,O
N,B
-,I
gram,I
-,O
based,O
SMT,B
",",O
the,O
model,B
is,O
:,O
(,O
i,O
),O
based,O
on,O
minimal,O
translation,B
units,I
",",O
(,O
ii,O
),O
takes,O
both,O
source,O
and,O
target,B
information,I
into,O
account,O
",",O
(,O
iii,O
),O
does,O
not,O
make,O
a,O
phrasal,B
independence,I
assumption,I
",",O
and,O
(,O
iv,O
),O
avoids,O
the,O
spurious,O
phrasal,B
segmentation,I
problem,O
.,O
As,O
in,O
phrase,B
-,O
based,I
SMT,B
",",O
the,O
model,B
(,O
i,O
),O
has,O
the,O
ability,O
to,O
memorize,O
lexical,B
reordering,I
triggers,I
",",O
(,O
ii,O
),O
builds,O
the,O
search,B
graph,I
dynamically,O
",",O
and,O
(,O
iii,O
),O
decodes,O
with,O
large,O
translation,B
units,I
during,O
search,O
.,O
The,O
unique,O
properties,O
of,O
the,O
model,B
are,O
(,O
i,O
),O
its,O
strong,O
coupling,O
of,O
reordering,B
and,O
translation,B
where,O
translation,B
and,O
reordering,B
decisions,I
are,O
conditioned,O
on,O
n,O
previous,O
translation,B
and,O
reordering,B
decisions,I
",",O
and,O
(,O
ii,O
),O
the,O
ability,O
to,O
model,O
local,O
and,O
long,O
-,O
range,O
reorderings,B
consistently,O
.,O
Using,O
BLEU,B
as,O
a,O
metric,B
of,O
translation,B
accuracy,I
",",O
we,O
found,O
that,O
our,O
system,O
performs,O
significantly,O
better,O
than,O
state,O
-,O
of,O
-,O
the,O
-,O
art,O
phrase,B
-,O
based,I
systems,I
(,O
Moses,B
and,O
Phrasal,B
),O
and,O
N,B
-,I
gram,I
-,O
based,O
systems,O
(,O
Ncode,B
),O
on,O
standard,O
translation,B
tasks,I
.,O
We,O
compare,O
the,O
reordering,B
component,I
of,O
the,O
OSM,B
to,O
the,O
Moses,B
lexical,I
reordering,I
model,I
by,O
integrating,O
it,O
into,O
Moses,B
.,O
Our,O
results,O
show,O
that,O
OSM,B
outperforms,O
lexicalized,B
reordering,I
on,O
all,O
translation,B
tasks,I
.,O
The,O
translation,B
quality,I
is,O
shown,O
to,O
be,O
improved,B
further,O
by,O
learning,B
generalized,I
representations,I
with,O
a,O
POS,B
-,O
based,O
OSM,B
.,O
The,O
weak,O
equivalence,O
of,O
Combinatory,B
Categorial,I
Grammar,I
(,O
CCG,B
),O
and,O
Tree,B
-,O
Adjoining,B
Grammar,I
(,O
TAG,B
),O
is,O
a,O
central,O
result,O
of,O
the,O
literature,O
on,O
mildly,O
context,O
-,O
sensitive,B
grammar,I
formalisms,I
.,O
However,O
",",O
the,O
categorial,B
formalism,I
for,O
which,O
this,O
equivalence,O
has,O
been,O
established,O
differs,O
significantly,O
from,O
the,O
versions,O
of,O
CCG,B
that,O
are,O
in,O
use,O
today,O
.,O
In,O
particular,O
",",O
it,O
allows,O
restriction,O
of,O
combinatory,B
rules,I
on,O
a,O
per,O
grammar,B
basis,I
",",O
whereas,O
modern,O
CCG,B
assumes,O
a,O
universal,O
set,O
of,O
rules,O
",",O
isolating,O
all,O
cross,O
-,O
linguistic,B
variation,I
in,O
the,O
lexicon,B
.,O
In,O
this,O
article,O
we,O
investigate,O
the,O
formal,O
significance,O
of,O
this,O
difference,O
.,O
Our,O
main,O
result,O
is,O
that,O
lexicalized,B
versions,O
of,O
the,O
classical,O
CCG,B
formalism,O
are,O
strictly,O
less,O
powerful,O
than,O
TAG,B
.,O
Entailment,B
rules,I
between,O
predicates,B
are,O
fundamental,O
to,O
many,O
semantic,B
-,O
inference,B
applications,O
.,O
Consequently,O
",",O
learning,B
such,O
rules,O
has,O
been,O
an,O
active,O
field,O
of,O
research,O
in,O
recent,O
years,O
.,O
Methods,O
for,O
learning,B
entailment,I
rules,O
between,O
predicates,B
that,O
take,O
into,O
account,O
dependencies,B
between,O
different,O
rules,O
(,O
e.g.,O
",",O
entailment,O
is,O
a,O
transitive,B
relation,I
),O
have,O
been,O
shown,O
to,O
improve,O
rule,O
quality,O
",",O
but,O
suffer,O
from,O
scalability,O
issues,O
",",O
that,O
is,O
",",O
the,O
number,O
of,O
predicates,B
handled,O
is,O
often,O
quite,O
small,O
.,O
In,O
this,O
article,O
",",O
we,O
present,O
methods,O
for,O
learning,B
transitive,I
graphs,I
that,O
contain,O
tens,O
of,O
thousands,O
of,O
nodes,O
",",O
where,O
nodes,O
represent,O
predicates,B
and,O
edges,O
correspond,O
to,O
entailment,B
rules,I
(,O
termed,O
entailment,B
graphs,I
),O
.,O
Our,O
methods,O
are,O
able,O
to,O
scale,O
to,O
a,O
large,O
number,O
of,O
predicates,B
by,O
exploiting,O
structural,O
properties,O
of,O
entailment,B
graphs,I
such,O
as,O
the,O
fact,O
that,O
they,O
exhibit,O
a,O
â,O
tree,O
-,O
like,O
â,O
property,O
.,O
We,O
apply,O
our,O
methods,O
on,O
two,O
data,B
sets,I
and,O
demonstrate,O
that,O
our,O
methods,O
find,O
high,O
-,O
quality,O
solutions,O
faster,O
than,O
methods,O
proposed,O
in,O
the,O
past,O
",",O
and,O
moreover,O
our,O
methods,O
for,O
the,O
first,O
time,O
scale,O
to,O
large,O
graphs,O
containing,O
"20,000",O
nodes,O
and,O
more,O
than,O
"100,000",O
edges,O
.,O
We,O
present,O
online,O
learning,O
techniques,O
for,O
statistical,B
machine,I
translation,I
(,O
SMT,B
),O
.,O
The,O
availability,O
of,O
large,O
training,B
data,I
sets,I
that,O
grow,O
constantly,O
over,O
time,O
is,O
becoming,O
more,O
and,O
more,O
frequent,O
in,O
the,O
field,O
of,O
SMT,B
â,O
for,O
example,O
",",O
in,O
the,O
context,O
of,O
translation,B
agencies,I
or,O
the,O
daily,O
translation,O
of,O
government,O
proceedings,O
.,O
When,O
new,O
knowledge,O
is,O
to,O
be,O
incorporated,O
in,O
the,O
SMT,B
models,I
",",O
the,O
use,O
of,O
batch,B
learning,I
techniques,O
require,O
very,O
time,O
-,O
consuming,O
estimation,O
processes,O
over,O
the,O
whole,O
training,B
set,I
that,O
may,O
take,O
days,O
or,O
weeks,O
to,O
be,O
executed,O
.,O
By,O
means,O
of,O
the,O
application,O
of,O
online,O
learning,O
",",O
new,O
training,B
samples,I
can,O
be,O
processed,O
individually,O
in,O
real,O
time,O
.,O
For,O
this,O
purpose,O
",",O
we,O
define,O
a,O
state,B
-,I
of,I
-,I
the,I
-,I
art,I
SMT,B
model,I
composed,O
of,O
a,O
set,O
of,O
submodels,B
",",O
as,O
well,O
as,O
a,O
set,O
of,O
incremental,B
update,I
rules,O
for,O
each,O
of,O
these,O
submodels,B
.,O
To,O
test,O
our,O
techniques,O
",",O
we,O
have,O
studied,O
two,O
well,O
-,O
known,O
SMT,B
applications,O
that,O
can,O
be,O
used,O
in,O
translation,B
agencies,I
:,O
post,B
-,I
editing,I
and,O
interactive,B
machine,I
translation,I
.,O
In,O
both,O
scenarios,O
",",O
the,O
SMT,B
system,I
collaborates,O
with,O
the,O
user,O
to,O
generate,O
high,O
-,O
quality,O
translations,B
.,O
These,O
user,B
-,I
validated,I
translations,I
can,O
be,O
used,O
to,O
extend,O
the,O
SMT,B
models,I
by,O
means,O
of,O
online,O
learning,O
.,O
Empirical,B
results,I
in,O
the,O
two,O
scenarios,O
under,O
consideration,O
show,O
the,O
great,O
impact,O
of,O
frequent,O
updates,O
in,O
the,O
system,O
performance,O
.,O
The,O
time,O
cost,O
of,O
such,O
updates,O
was,O
also,O
measured,O
",",O
comparing,O
the,O
efficiency,O
of,O
a,O
batch,B
learning,I
SMT,I
system,I
with,O
that,O
of,O
an,O
online,O
learning,O
system,O
",",O
showing,O
that,O
online,O
learning,O
is,O
able,O
to,O
work,O
in,O
real,O
time,O
whereas,O
the,O
time,O
cost,O
of,O
batch,B
retraining,I
soon,O
becomes,O
infeasible,O
.,O
Empirical,B
results,I
also,O
showed,O
that,O
the,O
performance,O
of,O
online,O
learning,O
is,O
comparable,O
to,O
that,O
of,O
batch,B
learning,I
.,O
Moreover,O
",",O
the,O
proposed,O
techniques,O
were,O
able,O
to,O
learn,B
from,O
previously,O
estimated,O
models,O
or,O
from,O
scratch,O
.,O
We,O
also,O
propose,O
two,O
new,O
measures,O
to,O
predict,O
the,O
effectiveness,O
of,O
online,O
learning,O
in,O
SMT,B
tasks,I
.,O
The,O
translation,B
system,I
with,O
online,O
learning,O
capabilities,O
presented,O
here,O
is,O
implemented,O
in,O
the,O
open,O
-,O
source,O
Thot,O
toolkit,O
for,O
SMT,B
.,O
This,O
article,O
presents,O
a,O
comparative,O
study,O
of,O
a,O
subfield,O
of,O
morphology,B
learning,I
referred,O
to,O
as,O
minimally,B
supervised,I
morphological,I
segmentation,I
.,O
In,O
morphological,B
segmentation,I
",",O
word,B
forms,I
are,O
segmented,B
into,O
morphs,B
",",O
the,O
surface,B
forms,I
of,O
morphemes,B
.,O
In,O
the,O
minimally,B
supervised,I
data,I
-,I
driven,I
learning,I
setting,I
",",O
segmentation,B
models,I
are,O
learned,O
from,O
a,O
small,O
number,O
of,O
manually,B
annotated,I
word,O
forms,O
and,O
a,O
large,O
set,O
of,O
unannotated,B
word,O
forms,O
.,O
In,O
addition,O
to,O
providing,O
a,O
literature,O
survey,O
on,O
published,O
methods,O
",",O
we,O
present,O
an,O
in,O
-,O
depth,O
empirical,O
comparison,O
on,O
three,O
diverse,O
model,B
families,I
",",O
including,O
a,O
detailed,O
error,B
analysis,I
.,O
Based,O
on,O
the,O
literature,O
survey,O
",",O
we,O
conclude,O
that,O
the,O
existing,O
methodology,O
contains,O
substantial,O
work,O
on,O
generative,B
morph,I
lexicon,I
-,O
based,O
approaches,O
and,O
methods,O
based,O
on,O
discriminative,B
boundary,I
detection,I
.,O
As,O
for,O
which,O
approach,O
has,O
been,O
more,O
successful,O
",",O
both,O
the,O
previous,O
work,O
and,O
the,O
empirical,B
evaluation,I
presented,O
here,O
strongly,O
imply,O
that,O
the,O
current,O
state,O
of,O
the,O
art,O
is,O
yielded,O
by,O
the,O
discriminative,B
boundary,I
detection,I
methodology,I
.,O
Word,B
sense,I
disambiguation,I
and,O
the,O
related,O
field,O
of,O
automated,B
word,I
sense,I
induction,I
traditionally,O
assume,O
that,O
the,O
occurrences,O
of,O
a,O
lemma,B
can,O
be,O
partitioned,O
into,O
senses,O
.,O
But,O
this,O
seems,O
to,O
be,O
a,O
much,O
easier,O
task,O
for,O
some,O
lemmas,B
than,O
others,O
.,O
Our,O
work,O
builds,O
on,O
recent,O
work,O
that,O
proposes,O
describing,O
word,O
meaning,O
in,O
a,O
graded,O
fashion,O
rather,O
than,O
through,O
a,O
strict,B
partition,I
into,O
senses,B
in,O
this,O
article,O
we,O
argue,O
that,O
not,O
all,O
lemmas,B
may,O
need,O
the,O
more,O
complex,O
graded,O
analysis,O
",",O
depending,O
on,O
their,O
partitionability,B
.,O
Although,O
there,O
is,O
plenty,O
of,O
evidence,O
from,O
previous,O
studies,O
and,O
from,O
the,O
linguistics,O
literature,O
that,O
there,O
is,O
a,O
spectrum,B
of,I
partitionability,I
of,O
word,O
meanings,O
",",O
this,O
is,O
the,O
first,O
attempt,O
to,O
measure,O
the,O
phenomenon,O
and,O
to,O
couple,O
the,O
machine,B
learning,I
literature,I
on,O
clusterability,B
with,O
word,O
usage,O
data,O
used,O
in,O
computational,B
linguistics,I
.,O
We,O
propose,O
to,O
operationalize,B
partitionability,I
as,O
clusterability,B
",",O
a,O
measure,O
of,O
how,O
easy,O
the,O
occurrences,O
of,O
a,O
lemma,B
are,O
to,O
cluster,B
.,O
We,O
test,O
two,O
ways,O
of,O
measuring,O
clusterability,B
:,O
(,O
1,O
),O
existing,O
measures,O
from,O
the,O
machine,B
learning,I
literature,I
that,O
aim,O
to,O
measure,O
the,O
goodness,B
of,I
optimal,I
k,I
-,I
means,I
clusterings,I
",",O
and,O
(,O
2,O
),O
the,O
idea,O
that,O
if,O
a,O
lemma,B
is,O
more,O
clusterable,B
",",O
two,O
clusterings,B
based,O
on,O
two,O
different,O
â,O
views,O
â,O
of,O
the,O
same,O
data,O
points,O
will,O
be,O
more,O
congruent,B
.,O
The,O
two,O
views,O
that,O
we,O
use,O
are,O
two,O
different,O
sets,O
of,O
manually,B
constructed,I
lexical,I
substitutes,I
for,O
the,O
target,B
lemma,I
",",O
on,O
the,O
one,O
hand,O
monolingual,B
paraphrases,I
",",O
and,O
on,O
the,O
other,O
hand,O
translations,B
.,O
We,O
apply,O
automatic,B
clustering,I
to,O
the,O
manual,B
annotations,I
.,O
We,O
use,O
manual,B
annotations,I
because,O
we,O
want,O
the,O
representations,O
of,O
the,O
instances,B
that,O
we,O
cluster,B
to,O
be,O
as,O
informative,B
and,O
â,O
clean,O
â,O
as,O
possible,O
.,O
We,O
show,O
that,O
when,O
we,O
control,O
for,O
polysemy,B
",",O
our,O
measures,O
of,O
clusterability,B
tend,O
to,O
correlate,B
with,O
partitionability,B
",",O
in,O
particular,O
some,O
of,O
the,O
type-(1,B
),I
clusterability,I
measures,I
",",O
and,O
that,O
these,O
measures,O
outperform,O
a,O
baseline,O
that,O
relies,O
on,O
the,O
amount,O
of,O
overlap,O
in,O
a,O
soft,B
clustering,I
.,O
Most,O
of,O
the,O
world,O
languages,O
are,O
resource,B
-,I
poor,I
for,O
statistical,B
machine,I
translation,I
still,O
",",O
many,O
of,O
them,O
are,O
actually,O
related,B
to,O
some,O
resource,B
-,I
rich,I
language,I
.,O
Thus,O
",",O
we,O
propose,O
three,O
novel,O
",",O
language,B
-,I
independent,I
approaches,I
to,O
source,B
language,I
adaptation,I
for,O
resource,B
-,I
poor,I
statistical,I
machine,I
translation,I
.,O
Specifically,O
",",O
we,O
build,O
improved,O
statistical,B
machine,I
translation,I
models,I
from,O
a,O
resource,B
-,I
poor,I
language,I
POOR,B
into,O
a,O
target,B
language,I
TGT,I
by,O
adapting,B
and,O
using,O
a,O
large,B
bitext,I
for,O
a,O
related,B
resource,I
-,I
rich,I
language,I
RICH,I
and,O
the,O
same,O
target,B
language,I
TGT,B
.,O
We,O
assume,O
a,O
small,B
POOR,I
â,I
TGT,I
bitext,I
from,O
which,O
we,O
learn,O
word,O
-,O
level,O
and,O
phrase,O
-,O
level,O
paraphrases,O
and,O
cross,B
-,I
lingual,I
morphological,I
variants,I
between,O
the,O
resource,B
-,I
rich,I
and,O
the,O
resource,B
-,I
poor,I
language,I
.,O
Our,O
work,O
is,O
of,O
importance,O
for,O
resource,B
-,I
poor,I
machine,I
translation,I
because,O
it,O
can,O
provide,O
a,O
useful,O
guideline,B
for,O
people,O
building,O
machine,B
translation,I
systems,I
for,O
resource,B
-,I
poor,I
languages,I
.,O
Our,O
experiments,O
for,O
Indonesian,O
/,O
Malay,O
â,O
English,O
translation,O
show,O
that,O
using,O
the,O
large,B
adapted,I
resource,I
-,I
rich,I
bitext,I
yields,O
7.26,O
BLEU,B
points,O
of,O
improvement,O
over,O
the,O
unadapted,O
one,O
and,O
3.09,O
BLEU,B
points,O
over,O
the,O
original,O
small,O
bitext,O
.,O
Moreover,O
",",O
combining,O
the,O
small,B
POOR,I
â,I
TGT,I
bitext,I
with,O
the,O
adapted,B
bitext,I
outperforms,O
the,O
corresponding,O
combinations,O
with,O
the,O
unadapted,B
bitext,I
by,O
1.93â3.25,O
BLEU,B
points,O
.,O
We,O
also,O
demonstrate,O
the,O
applicability,O
of,O
our,O
approaches,O
to,O
other,O
languages,O
and,O
domains,B
.,O
Microblogs,B
such,O
as,O
Twitter,O
",",O
Facebook,O
",",O
and,O
Sina,O
Weibo,O
(,O
China,O
's,O
equivalent,O
of,O
Twitter,O
),O
are,O
a,O
remarkable,O
linguistic,B
resource,O
.,O
In,O
contrast,O
to,O
content,O
from,O
edited,O
genres,O
such,O
as,O
newswire,B
",",O
microblogs,B
contain,O
discussions,O
of,O
virtually,O
every,O
topic,O
by,O
numerous,O
individuals,O
in,O
different,O
languages,O
and,O
dialects,B
and,O
in,O
different,O
styles,O
.,O
In,O
this,O
work,O
",",O
we,O
show,O
that,O
some,O
microblog,B
users,O
post,O
â,B
self,I
-,I
translated,I
â,I
messages,O
targeting,O
audiences,O
who,O
speak,O
different,O
languages,O
",",O
either,O
by,O
writing,O
the,O
same,O
message,O
in,O
multiple,O
languages,O
or,O
by,O
retweeting,O
translations,O
of,O
their,O
original,O
posts,O
in,O
a,O
second,O
language,O
.,O
We,O
introduce,O
a,O
method,O
for,O
finding,O
and,O
extracting,O
this,O
naturally,B
occurring,I
parallel,I
data,I
.,O
Identifying,O
the,O
parallel,O
content,O
requires,O
solving,O
an,O
alignment,B
problem,I
",",O
and,O
we,O
give,O
an,O
optimally,O
efficient,O
dynamic,B
programming,I
algorithm,I
for,O
this,O
.,O
Using,O
our,O
method,O
",",O
we,O
extract,O
nearly,O
3,O
M,O
Chinese,O
â,O
English,O
parallel,B
segments,I
from,O
Sina,O
Weibo,O
using,O
a,O
targeted,O
crawl,O
of,O
Weibo,O
users,O
who,O
post,O
in,O
multiple,O
languages,O
.,O
Additionally,O
",",O
from,O
a,O
random,O
sample,O
of,O
Twitter,O
",",O
we,O
obtain,O
substantial,O
amounts,O
of,O
parallel,B
data,I
in,O
multiple,O
language,B
pairs,I
.,O
Evaluation,O
is,O
performed,O
by,O
assessing,O
the,O
accuracy,O
of,O
our,O
extraction,O
approach,O
relative,O
to,O
a,O
manual,B
annotation,I
as,O
well,O
as,O
in,O
terms,O
of,O
utility,O
as,O
training,B
data,I
for,O
a,O
Chinese,O
â,O
English,O
machine,B
translation,I
system,I
.,O
Relative,O
to,O
traditional,O
parallel,B
data,I
resources,I
",",O
the,O
automatically,O
extracted,O
parallel,B
data,I
yield,O
substantial,O
translation,B
quality,O
improvements,O
in,O
translating,O
microblog,B
text,O
and,O
modest,O
improvements,O
in,O
translating,O
edited,O
news,O
content,O
.,O
From,O
the,O
perspective,O
of,O
structural,B
linguistics,I
",",O
we,O
explore,O
paradigmatic,B
and,O
syntagmatic,B
lexical,I
relations,I
for,O
Chinese,O
POS,B
tagging,I
",",O
an,O
important,O
and,O
challenging,O
task,O
for,O
Chinese,O
language,B
processing,I
.,O
Paradigmatic,B
lexical,I
relations,I
are,O
explicitly,O
captured,O
by,O
word,B
clustering,I
on,O
large,B
-,I
scale,I
unlabeled,I
data,I
and,O
are,O
used,O
to,O
design,O
new,O
features,O
to,O
enhance,O
a,O
discriminative,B
tagger,I
.,O
Syntagmatic,B
lexical,I
relations,I
are,O
implicitly,O
captured,O
by,O
syntactic,B
parsing,I
in,O
the,O
constituency,B
formalism,I
",",O
and,O
are,O
utilized,O
via,O
system,O
combination,O
.,O
Experiments,O
on,O
the,O
Penn,B
Chinese,I
Treebank,I
demonstrate,O
the,O
importance,O
of,O
both,O
paradigmatic,B
and,I
syntagmatic,I
relations,I
.,O
Our,O
linguistically,B
motivated,O
",",O
hybrid,O
approaches,O
yield,O
a,O
relative,O
error,O
reduction,O
of,O
18,O
%,O
in,O
total,O
over,O
state,O
-,O
of,O
-,O
the,O
-,O
art,O
baselines,O
.,O
Despite,O
the,O
effectiveness,O
to,O
boost,O
accuracy,O
",",O
computationally,B
expensive,I
parsers,I
make,O
hybrid,O
systems,O
inappropriate,O
for,O
many,O
realistic,O
NLP,B
applications,O
.,O
In,O
this,O
article,O
",",O
we,O
are,O
also,O
concerned,O
with,O
improving,O
tagging,B
efficiency,I
at,O
test,B
